source,target,value
AT031,BI044,0.9249
AT032,AT033,0.917
AT032,AT040,0.9876
AT032,AT049,0.9804
AT032,AT052,0.9086
AT033,AT046,0.9173
AT033,AT051,0.9354
AT033,AT053,0.9614
AT033,AT054,0.9296
AT033,AT056,0.9649
AT033,AT061,0.9025
AT033,BC055,0.9174
AT034,AT035,0.9024
AT034,AT050,0.9153
AT034,AT051,0.9321
AT034,AT056,0.9328
AT034,AT057,0.9277
AT034,AT060,0.9771
AT034,AT063,0.9334
AT035,AT041,0.9366
AT035,AT042,0.9425
AT035,AT050,0.9202
AT035,AT063,0.9249
AT035,BD003,0.9542
AT035,BH086,0.9031
AT036,AT040,0.9548
AT036,AT054,0.9158
AT036,AT057,0.9508
AT036,AT062,0.945
AT037,AT040,0.9227
AT037,AT049,0.9461
AT037,AT057,0.9338
AT037,AT063,0.9212
AT037,BH095,0.907
AT038,AT045,0.9315
AT038,AT053,0.9177
AT038,AT059,0.9504
AT038,AT062,0.9461
AT038,AV057,0.9682
AT038,BD041,0.9353
AT039,AT045,0.9679
AT039,AT048,0.9387
AT039,AT061,0.9449
AT040,AT043,0.9133
AT040,AT051,0.9055
AT040,AT053,0.9643
AT040,AT060,0.9106
AT040,AT062,0.9435
AT040,AT063,0.9655
AT041,AT042,0.9415
AT041,AT049,0.9294
AT041,AT061,0.9261
AT042,AT046,0.9422
AT042,AT052,0.9727
AT042,AT053,0.9079
AT042,AT056,0.9482
AT042,AT059,0.9073
AT042,AW042,0.9307
AT043,AT057,0.9108
AT043,AT058,0.9415
AT043,AT063,0.9854
AT044,AT056,0.9185
AT044,AT059,0.9374
AT044,AW005,0.9158
AT045,AT049,0.9788
AT045,AT057,0.92
AT045,AT058,0.9462
AT045,AT062,0.9617
AT045,AU006,0.9082
AT046,AT050,0.9891
AT046,AT057,0.9308
AT046,AT063,0.9396
AT046,AT064,0.9578
AT046,BF089,0.9139
AT046,BG020,0.9466
AT047,AT051,0.9571
AT047,AT054,0.94
AT047,AT056,0.9036
AT048,AT057,0.9121
AT048,AT060,0.9216
AT049,AT050,0.9339
AT049,AT064,0.9589
AT051,AT052,0.9363
AT051,AT057,0.9195
AT051,AT060,0.9749
AT051,BC011,0.9221
AT052,AT058,0.9924
AT052,AT064,0.9445
AT053,AT057,0.9189
AT053,AT059,0.9052
AT053,AZ028,0.9487
AT054,AT058,0.963
AT055,AT062,0.9325
AT056,AT058,0.9062
AT056,AT059,0.972
AT056,AX055,0.9013
AT056,BE042,0.9071
AT056,BJ008,0.9324
AT057,AT058,0.9698
AT057,AT059,0.9374
AT057,AT060,0.9058
AT057,AT064,0.9159
AT058,AT064,0.9065
AT058,BF021,0.9702
AT058,BJ105,0.9676
AT059,AT061,0.9015
AT061,AT062,0.9077
AT061,AX033,0.9812
AT061,BH051,0.9015
AT062,AT063,0.9335
AT062,AV011,0.9042
AT063,AU034,0.9166
AT063,AV020,0.934
AT063,BF070,0.9607
AT064,BI065,0.9135
AT064,BJ002,0.9712
AT064,BJ003,0.9105
AU001,AU002,0.9179
AU001,AU003,0.9598
AU001,AU004,0.9916
AU001,AU016,0.9662
AU001,AU030,0.9363
AU001,AU031,0.9377
AU001,AU037,0.9277
AU001,AU045,0.9512
AU001,AU047,0.9457
AU001,AU054,0.9427
AU001,AU056,0.9509
AU001,AU057,0.9234
AU001,AU058,0.9281
AU001,AW004,0.9625
AU002,AU008,0.9234
AU002,AU016,0.9573
AU002,AU022,0.9116
AU002,AU026,0.9885
AU002,AU038,0.958
AU002,AU040,0.9208
AU002,AU045,0.9206
AU002,AU053,0.9603
AU002,AU054,0.9001
AU002,AU063,0.9189
AU002,BH048,0.9278
AU003,AU009,0.9045
AU003,AU014,0.956
AU003,AU019,0.961
AU003,AU029,0.9576
AU003,AU030,0.9167
AU003,AU032,0.938
AU003,AU039,0.9434
AU003,AU042,0.9645
AU003,AU048,0.9175
AU003,AU061,0.9841
AU004,AU006,0.9665
AU004,AU008,0.961
AU004,AU010,0.9301
AU004,AU012,0.9216
AU004,AU013,0.9498
AU004,AU025,0.9381
AU004,AU030,0.9118
AU004,AU032,0.9641
AU004,AU034,0.9231
AU004,AU038,0.9836
AU004,AU042,0.9647
AU004,AU053,0.9319
AU004,AU054,0.9456
AU004,AU057,0.9552
AU004,AU061,0.9116
AU004,AU064,0.9178
AU004,AU065,0.9235
AU005,AU007,0.9574
AU005,AU011,0.9481
AU005,AU019,0.9078
AU005,AU023,0.9484
AU005,AU024,0.9167
AU005,AU026,0.967
AU005,AU028,0.9166
AU005,AU041,0.9367
AU005,AU042,0.9511
AU005,AU054,0.953
AU006,AU009,0.9552
AU006,AU010,0.9047
AU006,AU012,0.9692
AU006,AU014,0.9398
AU006,AU016,0.9796
AU006,AU022,0.9257
AU006,AU023,0.903
AU006,AU027,0.9774
AU006,AU036,0.9425
AU006,AU039,0.9486
AU006,AU040,0.9443
AU006,AU045,0.9027
AU006,AU046,0.9769
AU006,AU047,0.9101
AU006,AU051,0.9685
AU006,AU053,0.9107
AU006,AU061,0.9155
AU007,AU015,0.9292
AU007,AU018,0.922
AU007,AU020,0.9316
AU007,AU021,0.9235
AU007,AU023,0.9186
AU007,AU025,0.9868
AU007,AU035,0.9628
AU007,AU038,0.9877
AU007,AU044,0.9181
AU007,AU048,0.919
AU007,AU049,0.9776
AU007,AU052,0.9279
AU007,AU053,0.9491
AU007,AU060,0.9432
AU007,AU061,0.9897
AU007,AU064,0.9106
AU007,AU065,0.9128
AU008,AU010,0.9191
AU008,AU012,0.9234
AU008,AU023,0.9095
AU008,AU038,0.9785
AU008,AU039,0.967
AU008,AU043,0.9136
AU008,AU045,0.9708
AU008,AU061,0.9439
AU009,AU012,0.959
AU009,AU016,0.9059
AU009,AU021,0.9266
AU009,AU023,0.9052
AU009,AU028,0.9613
AU009,AU036,0.9107
AU009,AU037,0.931
AU009,AU038,0.9048
AU009,AU040,0.9799
AU009,AU046,0.9504
AU009,AU054,0.9709
AU009,AU055,0.9367
AU009,AU059,0.977
AU009,AV039,0.9238
AU010,AU015,0.9879
AU010,AU017,0.9078
AU010,AU029,0.9237
AU010,AU030,0.9153
AU010,AU043,0.9199
AU010,AU044,0.9442
AU010,AU061,0.9195
AU011,AU022,0.9377
AU011,AU027,0.9326
AU011,AU055,0.9438
AU011,AU065,0.9116
AU011,BG089,0.9431
AU012,AU019,0.9707
AU012,AU021,0.9125
AU012,AU022,0.939
AU012,AU027,0.9113
AU012,AU028,0.9656
AU012,AU030,0.9428
AU012,AU035,0.9048
AU012,AU039,0.9823
AU012,AU051,0.9494
AU012,AU052,0.946
AU012,AU055,0.9813
AU012,AV049,0.9471
AU012,BE064,0.9196
AU013,AU023,0.9632
AU013,AU024,0.9636
AU013,AU025,0.9219
AU013,AU030,0.9041
AU013,AU039,0.9509
AU013,AU046,0.9832
AU013,AU047,0.9192
AU013,AU049,0.9298
AU013,AU050,0.9544
AU013,AU055,0.9445
AU013,AU063,0.9502
AU013,AU065,0.9012
AU014,AU016,0.9872
AU014,AU017,0.9594
AU014,AU018,0.9244
AU014,AU022,0.9322
AU014,AU024,0.9685
AU014,AU031,0.9194
AU014,AU036,0.9242
AU014,AU042,0.9191
AU014,AU053,0.9068
AU014,AU057,0.9035
AU014,AU061,0.9566
AU014,AU063,0.9747
AU014,AU064,0.9298
AU014,AU065,0.9616
AU015,AU018,0.9559
AU015,AU024,0.939
AU015,AU032,0.982
AU015,AU035,0.904
AU015,AU039,0.925
AU015,AU040,0.9653
AU015,AU063,0.9878
AU016,AU024,0.9791
AU016,AU028,0.9525
AU016,AU032,0.9435
AU016,AU035,0.9298
AU016,AU037,0.9226
AU016,AU040,0.9479
AU016,AU042,0.9269
AU016,AU058,0.9592
AU016,AU059,0.9381
AU016,AU060,0.9474
AU016,AU062,0.9001
AU016,AZ053,0.9461
AU017,AU024,0.9824
AU017,AU035,0.9241
AU017,AU044,0.9287
AU017,AU046,0.9554
AU017,AU056,0.9465
AU017,AU062,0.9348
AU017,AU065,0.9238
AU017,BE007,0.9775
AU018,AU024,0.9421
AU018,AU029,0.9357
AU018,AU031,0.9383
AU018,AU034,0.9062
AU018,AU036,0.9055
AU018,AU039,0.95
AU018,AU047,0.9433
AU018,AU048,0.9474
AU018,AU051,0.9111
AU018,AU059,0.9161
AU018,AU060,0.9141
AU018,AU062,0.9435
AU018,BE028,0.9845
AU019,AU022,0.9182
AU019,AU025,0.9928
AU019,AU026,0.9651
AU019,AU027,0.9573
AU019,AU035,0.9669
AU019,AU043,0.9426
AU019,AU046,0.9251
AU019,AU048,0.9077
AU019,AU050,0.9158
AU019,AU053,0.9445
AU019,AU054,0.9775
AU019,AU056,0.9446
AU019,AU059,0.9591
AU020,AU021,0.9271
AU020,AU023,0.9323
AU020,AU030,0.9542
AU020,AU033,0.947
AU020,AU041,0.953
AU020,AU042,0.9236
AU020,AU055,0.937
AU020,AW022,0.9213
AU020,BC035,0.9276
AU020,BF030,0.9429
AU021,AU032,0.9056
AU021,AU035,0.9375
AU021,AU050,0.9173
AU021,AU051,0.9286
AU021,AU053,0.9672
AU021,BI087,0.9047
AU022,AU024,0.9462
AU022,AU025,0.9559
AU022,AU027,0.9242
AU022,AU034,0.9323
AU022,AU045,0.9469
AU022,AU055,0.977
AU022,AU059,0.9717
AU022,AU065,0.9174
AU023,AU044,0.9641
AU023,AU054,0.946
AU023,AU055,0.9211
AU023,AU058,0.9259
AU023,AU063,0.9103
AU023,AU065,0.9543
AU023,AV017,0.9228
AU023,AV060,0.9666
AU023,BC054,0.9398
AU024,AU031,0.9472
AU024,AU032,0.9228
AU024,AU037,0.9093
AU024,AU039,0.9451
AU024,AU054,0.955
AU024,AU059,0.9745
AU024,AU061,0.9662
AU024,AU062,0.9013
AU024,AU064,0.935
AU024,AW010,0.955
AU025,AU029,0.9001
AU025,AU035,0.9192
AU025,AU037,0.9127
AU025,AU042,0.9576
AU025,AU043,0.9588
AU025,AU047,0.9234
AU025,AU048,0.959
AU025,AU049,0.9201
AU025,AU056,0.9619
AU025,AU059,0.9729
AU025,AU064,0.9205
AU025,AZ053,0.9151
AU025,BG009,0.9818
AU025,BJ110,0.9249
AU026,AU031,0.9306
AU026,AU032,0.9198
AU026,AU043,0.9092
AU026,AU045,0.9743
AU026,AU049,0.946
AU026,AU056,0.9219
AU026,AU059,0.9904
AU026,AU061,0.9148
AU026,AU065,0.9548
AU026,BG078,0.9731
AU027,AU037,0.9596
AU027,AU042,0.9309
AU027,AU046,0.9156
AU027,AU051,0.9441
AU027,AU052,0.9139
AU027,AU053,0.9419
AU027,AU057,0.9699
AU027,AU059,0.9722
AU027,AU061,0.9684
AU027,AU062,0.9198
AU027,AU065,0.9129
AU028,AU030,0.9025
AU028,AU036,0.9412
AU028,AU045,0.9151
AU028,AU052,0.9658
AU028,AU060,0.9539
AU028,AU063,0.9593
AU029,AU030,0.9699
AU029,AU031,0.9159
AU029,AU032,0.9666
AU029,AU045,0.9344
AU029,AU048,0.9039
AU029,AU050,0.9163
AU029,AU058,0.9448
AU029,AU064,0.9309
AU029,AU065,0.905
AU029,BE013,0.9553
AU030,AU032,0.9752
AU030,AU035,0.9374
AU030,AU053,0.9851
AU030,AU054,0.9104
AU030,AU055,0.9662
AU030,AU056,0.967
AU030,AU058,0.9109
AU030,AU061,0.9543
AU031,AU033,0.9101
AU031,AU046,0.946
AU031,AU050,0.9354
AU031,AU053,0.9351
AU031,AU054,0.9028
AU031,AU057,0.9167
AU031,BC015,0.9357
AU031,BG054,0.9556
AU032,AU037,0.9821
AU032,AU043,0.9628
AU032,AU047,0.9706
AU032,AU050,0.9566
AU032,AU059,0.9452
AU032,AU062,0.9347
AU033,AU040,0.9293
AU033,AU042,0.974
AU033,AU061,0.9757
AU033,BF075,0.9257
AU034,AU046,0.9729
AU034,AU048,0.9518
AU034,AU050,0.9232
AU034,AU057,0.9675
AU034,AU064,0.9265
AU034,AZ037,0.9289
AU034,BE055,0.9054
AU035,AU037,0.9045
AU035,AU043,0.9191
AU035,AU048,0.9295
AU035,AU049,0.9349
AU035,AU054,0.9132
AU035,AU059,0.9187
AU035,AU061,0.9353
AU035,AU065,0.9433
AU036,AU039,0.9194
AU036,AU043,0.9233
AU036,AU045,0.9561
AU036,AU047,0.9221
AU036,AU051,0.9494
AU036,AU052,0.93
AU036,AU055,0.9478
AU036,AU057,0.9283
AU036,AU061,0.9195
AU036,AU062,0.9291
AU037,AU041,0.9493
AU037,AU046,0.9356
AU037,AU047,0.9341
AU037,AU049,0.9014
AU037,AU050,0.9276
AU037,AU052,0.97
AU037,AU063,0.9422
AU038,AU042,0.9466
AU038,AU052,0.914
AU038,AU055,0.9258
AU038,AU064,0.9559
AU039,AU040,0.9277
AU039,AU048,0.9034
AU039,AU059,0.9263
AU040,AU041,0.9162
AU040,AU046,0.965
AU040,AU047,0.9728
AU040,AU049,0.9488
AU040,AU059,0.9248
AU040,AU063,0.9611
AU040,AU064,0.9173
AU041,AU042,0.9687
AU041,AU051,0.9606
AU041,AU052,0.9452
AU041,AU058,0.9513
AU041,AU061,0.9192
AU041,AU063,0.9649
AU041,AY057,0.9235
AU042,AU043,0.9274
AU042,AU044,0.9177
AU042,AU045,0.9217
AU042,AU047,0.9684
AU042,AU051,0.9044
AU042,AU060,0.9352
AU042,AU061,0.9345
AU042,AU064,0.9206
AU043,AU052,0.9003
AU043,AU054,0.9115
AU043,AU062,0.9457
AU043,BF070,0.9478
AU044,AU047,0.9561
AU044,AU054,0.9794
AU044,AU062,0.9224
AU045,AU052,0.9635
AU045,AU061,0.96
AU046,AU050,0.9089
AU046,AU057,0.9214
AU046,AU058,0.9096
AU046,AU063,0.9105
AU047,AU048,0.9302
AU047,AU052,0.9591
AU048,AU056,0.9501
AU048,AU058,0.9584
AU049,AU051,0.9185
AU049,AU052,0.9752
AU049,AU055,0.9598
AU049,AU062,0.9244
AU049,AU063,0.9524
AU049,AU064,0.9556
AU049,BD051,0.9366
AU050,AU058,0.9441
AU050,AU063,0.9449
AU050,AU065,0.9293
AU051,AU063,0.9165
AU052,AU054,0.9177
AU052,AU060,0.9253
AU052,AU061,0.9443
AU052,AU062,0.9489
AU052,AU065,0.9473
AU052,BC042,0.9481
AU053,AU054,0.9426
AU053,AU062,0.9817
AU053,AU063,0.9355
AU053,BJ025,0.9656
AU054,AU062,0.9024
AU054,AU064,0.9381
AU054,BD067,0.9178
AU055,AU059,0.9689
AU055,AU060,0.9132
AU055,AU061,0.942
AU055,BE014,0.9552
AU056,AU063,0.9321
AU057,AU061,0.9565
AU057,AU062,0.9023
AU057,AW048,0.9453
AU058,AU061,0.9225
AU058,AU065,0.9043
AU061,AU065,0.911
AU063,BF011,0.9265
AU064,AU065,0.9908
AU065,BF025,0.9197
AV001,AV004,0.9204
AV001,AV005,0.9136
AV001,AV008,0.9471
AV001,AV012,0.9128
AV001,AV014,0.988
AV001,AV022,0.9058
AV001,AV028,0.9426
AV001,AV031,0.9213
AV001,AV044,0.9221
AV001,AV046,0.9509
AV001,AV052,0.9696
AV001,AV055,0.9159
AV001,AV062,0.9538
AV001,BD024,0.9537
AV002,AV011,0.9251
AV002,AV013,0.9833
AV002,AV015,0.9696
AV002,AV021,0.9215
AV002,AV022,0.9163
AV002,AV029,0.9801
AV002,AV030,0.953
AV002,AV031,0.9599
AV002,AV034,0.9555
AV002,AV040,0.936
AV002,AV045,0.9627
AV002,AV064,0.9619
AV003,AV009,0.9057
AV003,AV010,0.9269
AV003,AV014,0.9174
AV003,AV019,0.9842
AV003,AV022,0.9041
AV003,AV024,0.9375
AV003,AV029,0.9292
AV003,AV031,0.9718
AV003,AV037,0.9356
AV003,AV038,0.9076
AV003,AV050,0.9124
AV003,AV059,0.929
AV004,AV011,0.9584
AV004,AV028,0.9306
AV004,AV030,0.9109
AV004,AV033,0.9619
AV004,AV035,0.9196
AV004,AV037,0.9316
AV004,AV038,0.9162
AV004,AV046,0.9481
AV004,AV047,0.9744
AV004,AV048,0.9318
AV004,BG061,0.9026
AV005,AV006,0.912
AV005,AV007,0.9705
AV005,AV016,0.9571
AV005,AV023,0.9782
AV005,AV043,0.9252
AV005,AV046,0.9492
AV005,AV051,0.937
AV005,AV054,0.9631
AV005,AV058,0.9609
AV005,AV060,0.9142
AV005,AV061,0.9492
AV006,AV007,0.9049
AV006,AV008,0.9723
AV006,AV009,0.9656
AV006,AV011,0.9194
AV006,AV015,0.9427
AV006,AV020,0.9519
AV006,AV022,0.9601
AV006,AV023,0.9742
AV006,AV028,0.9338
AV006,AV032,0.9595
AV006,AV035,0.9016
AV006,AV044,0.9255
AV006,AV046,0.9433
AV006,AV051,0.901
AV006,AV057,0.9553
AV007,AV017,0.9548
AV007,AV018,0.9248
AV007,AV020,0.9151
AV007,AV025,0.9134
AV007,AV032,0.9547
AV007,AV038,0.9726
AV007,AV041,0.9636
AV007,AV060,0.9431
AV008,AV010,0.9233
AV008,AV011,0.9042
AV008,AV023,0.9195
AV008,AV029,0.9325
AV008,AV030,0.9411
AV008,AV031,0.9779
AV008,AV040,0.9737
AV008,AV042,0.9595
AV008,AV046,0.9539
AV008,AV055,0.9364
AV008,AV056,0.9061
AV009,AV010,0.9425
AV009,AV011,0.9754
AV009,AV019,0.9195
AV009,AV024,0.9214
AV009,AV027,0.9588
AV009,AV030,0.9545
AV009,AV031,0.9144
AV009,AV049,0.9179
AV009,AV051,0.9666
AV009,AV062,0.901
AV009,AV065,0.9568
AV009,AW062,0.9021
AV010,AV014,0.9266
AV010,AV015,0.9215
AV010,AV018,0.9592
AV010,AV019,0.9292
AV010,AV021,0.9267
AV010,AV029,0.9144
AV010,AV030,0.9297
AV010,AV031,0.9577
AV010,AV041,0.9379
AV010,AV046,0.9311
AV010,AV054,0.9756
AV010,AV060,0.9683
AV010,AV064,0.9377
AV010,AW032,0.987
AV010,BC019,0.923
AV010,BE048,0.9183
AV011,AV013,0.9681
AV011,AV018,0.9838
AV011,AV024,0.9098
AV011,AV025,0.9607
AV011,AV027,0.9567
AV011,AV032,0.9002
AV011,AV036,0.968
AV011,AV049,0.9503
AV011,AV051,0.9623
AV011,AV058,0.9126
AV011,AV061,0.9618
AV011,BG013,0.9437
AV012,AV015,0.9156
AV012,AV021,0.9524
AV012,AV026,0.9253
AV012,AV031,0.9711
AV012,AV034,0.9169
AV012,AV036,0.9669
AV012,AV039,0.9244
AV012,AV047,0.9619
AV012,AV057,0.9818
AV013,AV020,0.9511
AV013,AV022,0.9392
AV013,AV030,0.9674
AV013,AV031,0.9385
AV013,AV032,0.9385
AV013,AV033,0.9278
AV013,AV038,0.9169
AV014,AV023,0.904
AV014,AV025,0.955
AV014,AV027,0.9005
AV014,AV028,0.9059
AV014,AV031,0.947
AV014,AV033,0.981
AV014,AV036,0.9318
AV014,AV043,0.9073
AV014,AV045,0.9571
AV014,AV046,0.9207
AV014,AV048,0.9532
AV014,AV049,0.9187
AV014,AV054,0.9399
AV014,AV058,0.9001
AV014,AV059,0.9103
AV014,AZ054,0.9823
AV015,AV018,0.9074
AV015,AV022,0.9775
AV015,AV032,0.9021
AV015,AV047,0.9155
AV015,AV052,0.9527
AV015,AV061,0.9453
AV016,AV018,0.9719
AV016,AV020,0.9154
AV016,AV025,0.9151
AV016,AV034,0.9725
AV016,AV039,0.9669
AV016,AV041,0.9407
AV016,AV043,0.9905
AV016,AV056,0.9728
AV016,AV064,0.9657
AV016,BC013,0.9483
AV016,BG059,0.9433
AV017,AV019,0.9436
AV017,AV020,0.9446
AV017,AV023,0.9336
AV017,AV030,0.9281
AV017,AV041,0.9657
AV017,AV045,0.9021
AV017,AV048,0.9585
AV017,AV056,0.9034
AV017,AV059,0.9709
AV017,BD038,0.9602
AV018,AV027,0.9388
AV018,AV029,0.9507
AV018,AV031,0.9291
AV018,AV035,0.947
AV018,AV057,0.984
AV018,AV062,0.9199
AV019,AV025,0.9816
AV019,AV027,0.9506
AV019,AV028,0.9395
AV019,AV033,0.9164
AV019,AV046,0.9636
AV019,AV050,0.9453
AV019,AV052,0.9735
AV019,AV063,0.918
AV019,AV064,0.9277
AV019,AV065,0.912
AV020,AV021,0.9072
AV020,AV026,0.9452
AV020,AV029,0.9101
AV020,AV033,0.9343
AV020,AV035,0.9519
AV020,AV041,0.9075
AV020,AV044,0.9364
AV020,AV054,0.9646
AV021,AV022,0.9833
AV021,AV024,0.9498
AV021,AV027,0.9071
AV021,AV033,0.927
AV021,AV036,0.9058
AV021,AV037,0.9792
AV021,AV039,0.9593
AV021,AV043,0.9295
AV021,AV050,0.9794
AV021,AV054,0.9225
AV021,AV058,0.9307
AV021,AV059,0.9233
AV021,AV060,0.9557
AV021,BD055,0.949
AV022,AV026,0.9709
AV022,AV038,0.9061
AV022,AV042,0.9528
AV022,AV044,0.9847
AV022,AV047,0.911
AV022,AV053,0.9223
AV022,AV057,0.9345
AV022,AV063,0.9247
AV022,BG062,0.9643
AV023,AV024,0.935
AV023,AV029,0.9842
AV023,AV033,0.9152
AV023,AV041,0.9472
AV023,AV042,0.934
AV023,AV056,0.9776
AV023,AV059,0.9175
AV023,AV061,0.9563
AV023,AV062,0.9533
AV023,AV065,0.9566
AV024,AV030,0.9093
AV024,AV034,0.9601
AV024,AV035,0.9558
AV024,AV040,0.9661
AV024,AV050,0.9402
AV024,AV065,0.9614
AV025,AV026,0.9098
AV025,AV032,0.9341
AV025,AV037,0.9539
AV025,AV048,0.9415
AV025,AV050,0.9245
AV025,AV052,0.9094
AV025,AV055,0.9585
AV025,AV063,0.9454
AV025,AY019,0.9262
AV025,BH046,0.9549
AV026,AV030,0.9824
AV026,AV032,0.934
AV026,AV034,0.9471
AV026,AV055,0.9476
AV026,AV058,0.9317
AV026,AV059,0.9711
AV027,AV033,0.9112
AV027,AV037,0.9229
AV027,AV040,0.928
AV027,AV041,0.9271
AV027,AV042,0.9446
AV027,AV048,0.9564
AV027,AV049,0.9442
AV027,AV060,0.9569
AV027,AV064,0.9327
AV027,AV065,0.9147
AV028,AV030,0.9283
AV028,AV031,0.9007
AV028,AV034,0.987
AV028,AV038,0.9105
AV028,AV042,0.9169
AV028,AV064,0.9423
AV029,AV033,0.9901
AV029,AV034,0.9791
AV029,AV039,0.9275
AV029,AV042,0.9888
AV029,AV056,0.9153
AV029,AV057,0.9355
AV029,AV060,0.9368
AV029,AV063,0.9281
AV030,AV031,0.9535
AV030,AV036,0.9744
AV030,AV041,0.9549
AV030,AV046,0.9093
AV030,AV047,0.9493
AV030,AV049,0.9195
AV030,AV051,0.9704
AV030,AV056,0.9557
AV031,AV034,0.9733
AV031,AV036,0.9867
AV031,AV037,0.9499
AV031,AV039,0.9608
AV031,AV041,0.9443
AV031,AV050,0.932
AV031,AV057,0.9603
AV032,AV033,0.9609
AV032,AV036,0.9332
AV032,AV037,0.9285
AV032,AV052,0.9587
AV032,AV055,0.9121
AV032,AV060,0.9902
AV032,AV061,0.9437
AV032,AV063,0.9093
AV033,AV035,0.9756
AV033,AV039,0.9676
AV033,AV045,0.9213
AV033,AV056,0.9593
AV033,AV061,0.9559
AV033,BH002,0.9195
AV034,AV037,0.9315
AV034,AV042,0.9347
AV034,AV043,0.9646
AV034,AV044,0.9245
AV034,AV047,0.9428
AV034,AV048,0.9061
AV034,AV052,0.9004
AV034,BC077,0.9182
AV035,AV036,0.9403
AV035,AV038,0.935
AV035,AV044,0.948
AV035,AV045,0.9285
AV035,AV057,0.9207
AV035,AV059,0.9687
AV035,AV061,0.9212
AV036,AV037,0.9579
AV036,AV040,0.9234
AV036,AV045,0.9142
AV036,AV049,0.9535
AV036,AV061,0.9251
AV036,AV064,0.9507
AV036,AV065,0.9346
AV036,AW023,0.945
AV037,AV039,0.9599
AV037,AV043,0.9149
AV037,AV059,0.9574
AV037,BC018,0.9382
AV038,AV041,0.9668
AV038,AV049,0.9133
AV038,AV058,0.9191
AV038,AV062,0.9183
AV038,AV063,0.9793
AV038,AV064,0.9352
AV038,AV065,0.9048
AV039,AV043,0.9438
AV039,AV045,0.9348
AV039,AV064,0.9461
AV039,AW029,0.9585
AV040,AV045,0.9512
AV040,AV048,0.9165
AV040,AV057,0.9023
AV040,AV058,0.9899
AV040,AV063,0.9481
AV041,AV046,0.9246
AV041,AV047,0.9525
AV041,AV051,0.9121
AV041,AV053,0.9275
AV041,AV058,0.9391
AV041,AV062,0.97
AV041,AV063,0.9908
AV042,AV045,0.94
AV042,AV047,0.9083
AV042,AV048,0.9085
AV042,AV051,0.9077
AV043,AV044,0.946
AV043,AV053,0.9085
AV044,AV054,0.9364
AV044,AV058,0.9744
AV044,AV065,0.9355
AV045,AV048,0.9026
AV045,AV050,0.962
AV045,AV052,0.9634
AV045,BH101,0.9715
AV046,AV047,0.9211
AV046,AV048,0.9703
AV046,AV051,0.9234
AV046,AV054,0.9041
AV046,AV058,0.9058
AV046,AV064,0.9547
AV046,BF035,0.9684
AV047,AV048,0.9322
AV047,AV062,0.9337
AV047,AV065,0.9907
AV048,AV051,0.9198
AV048,AV053,0.9337
AV048,AV055,0.9574
AV048,AV057,0.925
AV048,AV059,0.9551
AV048,AV065,0.9859
AV049,AV052,0.9521
AV049,AV060,0.9041
AV050,AV055,0.9885
AV050,AV057,0.9102
AV050,AV058,0.9488
AV050,AV065,0.9423
AV050,BE035,0.9139
AV051,AV059,0.9313
AV051,AV062,0.9532
AV052,AV056,0.9496
AV052,AV061,0.9122
AV052,AV064,0.9528
AV053,AV054,0.9328
AV053,AV060,0.9601
AV054,AV059,0.9111
AV055,AV058,0.9059
AV055,AV063,0.9195
AV055,AV065,0.9075
AV055,AY046,0.9324
AV055,BH072,0.9409
AV056,AV057,0.9413
AV056,AV061,0.9163
AV056,AV064,0.9936
AV056,AY019,0.9105
AV056,BH020,0.9945
AV057,AV058,0.9767
AV057,AV064,0.9379
AV059,AV061,0.9952
AV059,AV062,0.906
AV060,AV061,0.9101
AV061,AV063,0.9881
AV062,AV064,0.9545
AV062,AV065,0.9335
AV063,AV064,0.9164
AW001,AW009,0.9599
AW001,AW010,0.9217
AW001,AW017,0.9255
AW001,AW025,0.9491
AW001,AW027,0.9005
AW001,AW032,0.9243
AW001,AW037,0.9833
AW001,AW039,0.9732
AW001,AW043,0.963
AW001,AW045,0.9132
AW001,AW051,0.9161
AW001,AW052,0.9849
AW001,AW054,0.9284
AW001,AW057,0.9753
AW001,AW059,0.9424
AW001,AW061,0.9677
AW001,AW065,0.9252
AW002,AW011,0.9605
AW002,AW013,0.9066
AW002,AW015,0.9109
AW002,AW026,0.9518
AW002,AW034,0.9479
AW002,AW035,0.9383
AW002,AW036,0.9501
AW002,AW037,0.9577
AW002,AW039,0.9732
AW002,AW040,0.9565
AW002,AW059,0.9038
AW002,AW066,0.9223
AW003,AW005,0.9391
AW003,AW017,0.9117
AW003,AW025,0.9667
AW003,AW030,0.9378
AW003,AW031,0.968
AW003,AW044,0.9164
AW003,AW045,0.9268
AW003,AW049,0.9392
AW003,BD043,0.9567
AW004,AW006,0.9286
AW004,AW007,0.9718
AW004,AW009,0.9685
AW004,AW010,0.9686
AW004,AW013,0.9363
AW004,AW014,0.9053
AW004,AW021,0.9565
AW004,AW022,0.9665
AW004,AW024,0.9824
AW004,AW025,0.9471
AW004,AW026,0.9195
AW004,AW031,0.9452
AW004,AW035,0.9182
AW004,AW036,0.9583
AW004,AW038,0.9001
AW004,AW039,0.9003
AW004,AW056,0.9056
AW004,AW060,0.9058
AW004,AW062,0.9372
AW005,AW007,0.9202
AW005,AW012,0.9297
AW005,AW021,0.9492
AW005,AW023,0.9573
AW005,AW024,0.9763
AW005,AW026,0.9927
AW005,AW028,0.9231
AW005,AW029,0.9358
AW005,AW043,0.9275
AW005,AW048,0.9671
AW005,AW050,0.9617
AW005,AW051,0.9011
